ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards,Boundaries - ZIP Codes,Police Districts,Police Beats,crime_rate,lag_1,lag_7
13833020,JJ251315,5/12/2025 7:00,005XX N AUSTIN BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1512,15,29,25,08B,1136285.0,1902862.0,2025,5/20/2025 16:02,41.88961966,-87.77496097,"(41.889619655, -87.774960971)",52.0,22216.0,26.0,672.0,7.0,32.0,25.0,85.0,33.333333333333336,58.333333333333336,46.66666666666667
13833012,JJ251273,5/12/2025 7:00,0000X E ERIE ST,560,ASSAULT,SIMPLE,RESTAURANT,False,False,1834,18,42,8,08A,1176709.0,1904793.0,2025,5/20/2025 16:02,41.89410063,-87.62644884,"(41.894100633, -87.626448835)",22.0,21182.0,37.0,626.0,36.0,6.0,14.0,74.0,20.0,56.66666666666667,38.333333333333336
13835293,JJ251447,5/12/2025 7:15,017XX W 90TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2221,22,21,73,08B,1166456.0,1844994.0,2025,5/20/2025 16:02,41.73023115,-87.66581058,"(41.730231149, -87.665810575)",18.0,21554.0,72.0,488.0,13.0,59.0,9.0,245.0,11.666666666666668,10.0,15.0
13832997,JJ251302,5/12/2025 7:20,001XX N WESTERN AVE,560,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,False,False,1223,12,27,28,08A,1160382.0,1901043.0,2025,5/20/2025 16:02,41.88416377,-87.68651639,"(41.884163773, -87.686516386)",48.0,21184.0,29.0,37.0,46.0,28.0,15.0,77.0,65.0,36.66666666666667,45.0
13833124,JJ251307,5/12/2025 7:24,037XX W 13TH ST,460,BATTERY,SIMPLE,OTHER (SPECIFY),False,False,1011,10,24,29,08B,1151675.0,1893786.0,2025,5/20/2025 16:02,41.8644254,-87.71868048,"(41.8644254, -87.718680477)",36.0,21569.0,30.0,33.0,14.0,57.0,21.0,155.0,23.333333333333336,31.666666666666668,38.333333333333336
13835472,JJ254302,5/12/2025 7:30,018XX N TRIPP AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,False,False,2534,25,26,20,14,1147762.0,1911957.0,2025,5/20/2025 16:02,41.91436461,-87.73257815,"(41.914364608, -87.732578145)",27.0,22615.0,21.0,135.0,12.0,2.0,6.0,194.0,3.3333333333333335,3.3333333333333335,1.6666666666666667
13838524,JJ258209,5/12/2025 7:30,067XX S CORNELL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,332,3,5,43,14,1188360.0,1860719.0,2025,5/20/2025 16:02,41.77288785,-87.58506919,"(41.772887854, -87.58506919)",32.0,22538.0,39.0,381.0,33.0,24.0,18.0,212.0,48.333333333333336,25.0,38.333333333333336
13834440,JJ252133,5/12/2025 7:30,070XX S CLYDE AVE,460,BATTERY,SIMPLE,APARTMENT,False,False,331,3,5,43,08B,1191433.0,1858578.0,2025,5/20/2025 16:02,41.76693886,-87.57387387,"(41.766938864, -87.573873868)",32.0,22538.0,39.0,152.0,33.0,24.0,18.0,262.0,48.333333333333336,25.0,38.333333333333336
13832983,JJ251324,5/12/2025 7:39,013XX S CANAL ST,1330,CRIMINAL TRESPASS,TO LAND,GROCERY FOOD STORE,True,False,124,1,28,28,26,1173336.0,1893976.0,2025,5/20/2025 16:02,41.86449368,-87.639158,"(41.864493678, -87.639158)",48.0,14917.0,29.0,97.0,48.0,44.0,22.0,147.0,65.0,36.66666666666667,45.0
13832967,JJ251335,5/12/2025 7:45,016XX N WELLS ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1814,18,2,7,6,1174407.0,1911058.0,2025,5/20/2025 16:02,41.91134384,-87.63471588,"(41.911343842, -87.63471588)",51.0,21190.0,68.0,271.0,11.0,16.0,14.0,134.0,21.666666666666668,15.0,15.0
13833019,JJ251321,5/12/2025 7:49,040XX N CICERO AVE,860,THEFT,RETAIL THEFT,CONVENIENCE STORE,False,False,1624,16,45,15,6,1143644.0,1926627.0,2025,5/20/2025 16:02,41.95469865,-87.74733882,"(41.954698652, -87.747338823)",20.0,22618.0,15.0,259.0,50.0,21.0,12.0,15.0,16.666666666666668,13.333333333333334,6.666666666666667
13833749,JJ251426,5/12/2025 7:50,083XX S PAULINA ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,614,6,18,71,14,1166460.0,1849482.0,2025,5/20/2025 16:02,41.7425468,-87.66566838,"(41.742546801, -87.665668376)",6.0,21554.0,70.0,532.0,13.0,59.0,20.0,237.0,33.333333333333336,18.333333333333336,28.333333333333336
13833827,JJ252386,5/12/2025 8:00,001XX N LAKE SHORE DR NB,710,THEFT,THEFT FROM MOTOR VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,114,1,42,32,6,1179804.0,1900876.0,2025,5/20/2025 16:02,41.88328167,-87.61520243,"(41.883281673, -87.615202429)",22.0,21182.0,38.0,159.0,36.0,41.0,22.0,87.0,31.666666666666668,35.0,26.666666666666668
13837889,JJ257438,5/12/2025 8:00,015XX N TRIPP AVE,810,THEFT,OVER $500,RESIDENCE,False,False,2534,25,36,23,6,1147762.0,1910021.0,2025,5/20/2025 16:02,41.90905203,-87.73262796,"(41.909052031, -87.732627959)",27.0,4299.0,24.0,286.0,49.0,5.0,6.0,194.0,43.333333333333336,40.0,28.333333333333336
13833539,JJ252019,5/12/2025 8:00,005XX E 51ST ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,223,2,20,38,14,1180882.0,1871321.0,2025,5/20/2025 16:02,41.80215599,-87.6121553,"(41.80215599, -87.612155302)",1.0,21192.0,7.0,394.0,10.0,10.0,24.0,124.0,11.666666666666668,13.333333333333334,18.333333333333336
13833087,JJ251677,5/12/2025 8:00,066XX S FAIRFIELD AVE,917,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE WITH VIN",STREET,False,False,831,8,16,66,7,1159190.0,1860427.0,2025,5/20/2025 16:02,41.77273325,-87.69200695,"(41.772733246, -87.692006951)",44.0,21867.0,64.0,382.0,31.0,58.0,13.0,208.0,28.333333333333336,18.333333333333336,23.333333333333336
13838612,JJ258431,5/12/2025 8:00,078XX S KIMBARK AVE,710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,411,4,8,45,6,1186238.0,1853298.0,2025,5/20/2025 16:02,41.75257434,-87.59308188,"(41.752574343, -87.593081882)",9.0,21546.0,41.0,133.0,35.0,61.0,19.0,224.0,5.0,5.0,3.3333333333333335
13834015,JJ252564,5/12/2025 8:05,046XX S KILPATRICK AVE,890,THEFT,FROM BUILDING,RESIDENCE,False,False,815,8,22,56,6,1145804.0,1873508.0,2025,5/20/2025 16:02,41.80889307,-87.74074659,"(41.808893065, -87.740746594)",35.0,22248.0,53.0,566.0,28.0,56.0,13.0,105.0,6.666666666666667,8.333333333333334,8.333333333333334
13834234,JJ252736,5/12/2025 8:15,027XX W MONTROSE AVE,820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1724,17,33,16,6,1157140.0,1929112.0,2025,5/20/2025 16:02,41.96125369,-87.69765733,"(41.961253689, -87.697657333)",2.0,21538.0,16.0,214.0,20.0,39.0,1.0,13.0,13.333333333333334,10.0,5.0
13833065,JJ251349,5/12/2025 8:16,010XX W LELAND AVE,560,ASSAULT,SIMPLE,OTHER (SPECIFY),False,False,1914,19,46,3,08A,1168660.0,1931389.0,2025,5/20/2025 16:02,41.96725953,-87.65523752,"(41.967259531, -87.655237517)",37.0,22616.0,31.0,241.0,39.0,15.0,5.0,4.0,13.333333333333334,13.333333333333334,23.333333333333336
13833287,JJ251378,5/12/2025 8:20,007XX E 133RD PL,560,ASSAULT,SIMPLE,APARTMENT,False,True,533,5,10,54,08A,1184001.0,1817024.0,2025,5/20/2025 16:02,41.65308642,-87.60240766,"(41.653086416, -87.602407656)",30.0,4460.0,51.0,10.0,43.0,47.0,10.0,221.0,3.3333333333333335,3.3333333333333335,3.3333333333333335
13833018,JJ251356,5/12/2025 8:20,001XX N CENTRAL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,1523,15,37,25,14,1139023.0,1900559.0,2025,5/20/2025 16:02,41.8832506,-87.76496173,"(41.883250597, -87.764961729)",52.0,22216.0,26.0,674.0,7.0,32.0,25.0,84.0,33.333333333333336,58.333333333333336,46.66666666666667
13834118,JJ252797,5/12/2025 8:27,003XX N PULASKI RD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,GROCERY FOOD STORE,False,False,1114,11,28,26,11,1149676.0,1901585.0,2025,5/20/2025 16:02,41.88586578,-87.72581619,"(41.885865782, -87.725816187)",11.0,21572.0,27.0,659.0,23.0,30.0,16.0,83.0,8.333333333333334,11.666666666666668,13.333333333333334
13833074,JJ251536,5/12/2025 8:30,078XX S ESSEX AVE,460,BATTERY,SIMPLE,APARTMENT,False,True,421,4,7,43,08B,1194218.0,1853548.0,2025,5/20/2025 16:02,41.75306823,-87.56383085,"(41.753068233, -87.563830848)",43.0,22538.0,39.0,246.0,37.0,24.0,19.0,225.0,48.333333333333336,25.0,38.333333333333336
13833034,JJ251403,5/12/2025 8:30,009XX N CENTRAL PARK AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1112,11,27,23,08B,1152206.0,1906107.0,2025,5/20/2025 16:02,41.89822508,-87.71640603,"(41.89822508, -87.716406033)",41.0,4299.0,24.0,456.0,46.0,5.0,16.0,66.0,43.333333333333336,40.0,28.333333333333336
13833028,JJ251382,5/12/2025 8:30,043XX N ST LOUIS AVE,530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,False,False,1723,17,33,16,04A,1152277.0,1928591.0,2025,5/20/2025 16:02,41.95992163,-87.71555024,"(41.959921633, -87.715550235)",2.0,21538.0,16.0,56.0,12.0,39.0,1.0,9.0,13.333333333333334,10.0,5.0
13833186,JJ251512,5/12/2025 8:40,075XX S CONSTANCE AVE,820,THEFT,$500 AND UNDER,STREET,False,False,414,4,8,43,6,1189848.0,1855263.0,2025,5/20/2025 16:02,41.75788048,-87.57978987,"(41.757880482, -87.579789872)",9.0,22538.0,39.0,188.0,35.0,24.0,19.0,222.0,48.333333333333336,25.0,38.333333333333336
13833167,JJ251502,5/12/2025 8:43,088XX S YALE AVE,1753,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,False,True,634,6,21,49,2,1176038.0,1846329.0,2025,5/20/2025 16:02,41.73368528,-87.63066889,"(41.733685284, -87.63066889)",18.0,21554.0,45.0,187.0,13.0,59.0,20.0,242.0,18.333333333333336,31.666666666666668,26.666666666666668
13834395,JJ253323,5/12/2025 8:43,063XX S CALUMET AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,312,3,20,69,14,1179551.0,1862782.0,2025,5/20/2025 16:02,41.77875471,-87.6172974,"(41.778754713, -87.617297398)",53.0,22260.0,67.0,122.0,4.0,60.0,18.0,277.0,26.666666666666668,26.666666666666668,23.333333333333336
13833131,JJ251457,5/12/2025 8:50,016XX W HARRISON ST,1330,CRIMINAL TRESPASS,TO LAND,HOSPITAL BUILDING / GROUNDS,True,False,1231,12,27,28,26,1165491.0,1897444.0,2025,5/20/2025 16:02,41.87418063,-87.66785807,"(41.874180626, -87.66785807)",48.0,21184.0,29.0,5.0,46.0,28.0,15.0,136.0,65.0,36.66666666666667,45.0
13832970,JJ251402,5/12/2025 8:55,033XX W CHICAGO AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1121,11,27,23,18,1153800.0,1905131.0,2025,5/20/2025 16:02,41.89551524,-87.71057739,"(41.89551524, -87.710577387)",41.0,21572.0,24.0,150.0,46.0,5.0,16.0,65.0,43.333333333333336,40.0,28.333333333333336
13833133,JJ251462,5/12/2025 9:00,020XX S LOOMIS ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1235,12,25,31,08B,1167351.0,1890405.0,2025,5/20/2025 16:02,41.85482524,-87.66123136,"(41.854825243, -87.661231357)",8.0,14920.0,33.0,365.0,26.0,43.0,15.0,158.0,6.666666666666667,10.0,11.666666666666668
13833936,JJ252456,5/12/2025 9:00,116XX S AVENUE H,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,433,4,10,55,26,1202909.0,1828335.0,2025,5/20/2025 16:02,41.68366416,-87.5328416,"(41.683664157, -87.532841597)",47.0,21202.0,52.0,787.0,47.0,25.0,19.0,259.0,5.0,1.6666666666666667,1.6666666666666667
13835513,JJ254501,5/12/2025 9:00,025XX S KILDARE AVE,266,CRIMINAL SEXUAL ASSAULT,PREDATORY,SCHOOL - PUBLIC GROUNDS,False,False,1013,10,22,30,2,1148345.0,1886897.0,2025,5/20/2025 16:02,41.84558589,-87.73108234,"(41.84558589, -87.731082337)",14.0,21569.0,32.0,194.0,28.0,57.0,21.0,161.0,16.666666666666668,13.333333333333334,11.666666666666668
13833197,JJ251728,5/12/2025 9:00,024XX N CAMPBELL AVE,810,THEFT,OVER $500,RESIDENCE - YARD (FRONT / BACK),False,False,1431,14,1,22,6,1159288.0,1916209.0,2025,5/20/2025 16:02,41.92580306,-87.69011609,"(41.925803058, -87.690116092)",24.0,22535.0,23.0,240.0,40.0,1.0,7.0,184.0,23.333333333333336,16.666666666666668,13.333333333333334
13832952,JJ251394,5/12/2025 9:03,011XX S KEELER AVE,2027,NARCOTICS,POSSESS - CRACK,SIDEWALK,True,False,1132,11,24,29,18,1148550.0,1894955.0,2025,5/20/2025 16:02,41.8676941,-87.73012225,"(41.8676941, -87.730122245)",36.0,21572.0,30.0,98.0,14.0,30.0,16.0,142.0,23.333333333333336,31.666666666666668,38.333333333333336
13835770,JJ253874,5/12/2025 9:09,033XX N ASHLAND AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1922,19,32,6,6,1165066.0,1922064.0,2025,5/20/2025 16:02,41.9417486,-87.66871808,"(41.941748603, -87.668718084)",38.0,4449.0,57.0,678.0,25.0,22.0,5.0,19.0,16.666666666666668,25.0,31.666666666666668
13833057,JJ251432,5/12/2025 9:10,028XX W MC LEAN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1414,14,1,22,08B,1156830.0,1913537.0,2025,5/20/2025 16:02,41.91852113,-87.69922064,"(41.918521125, -87.699220641)",15.0,22535.0,23.0,322.0,41.0,1.0,7.0,182.0,23.333333333333336,16.666666666666668,13.333333333333334
13833121,JJ251454,5/12/2025 9:19,012XX W 81ST ST,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,APARTMENT,False,False,613,6,17,71,24,1169529.0,1851073.0,2025,5/20/2025 16:02,41.74684683,-87.65437752,"(41.746846831, -87.654377518)",18.0,21554.0,70.0,575.0,13.0,59.0,20.0,230.0,33.333333333333336,18.333333333333336,28.333333333333336
13839966,JJ259566,5/12/2025 9:20,049XX S LECLAIRE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,814,8,22,56,11,1143197.0,1871326.0,2025,5/20/2025 16:02,41.80295424,-87.75036298,"(41.80295424, -87.750362981)",35.0,22268.0,53.0,605.0,28.0,7.0,13.0,112.0,6.666666666666667,8.333333333333334,8.333333333333334
13836801,JJ255727,5/12/2025 9:20,041XX N MARINE DR,810,THEFT,OVER $500,STREET,False,False,1915,19,46,3,6,1171210.0,1927608.0,2025,5/20/2025 16:02,41.9568286,-87.64597306,"(41.956828595, -87.645973056)",37.0,21186.0,31.0,636.0,39.0,53.0,5.0,5.0,13.333333333333334,13.333333333333334,23.333333333333336
13833080,JJ251466,5/12/2025 9:22,068XX S CRANDON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,331,3,5,43,14,1192500.0,1860121.0,2025,5/20/2025 16:02,41.77114705,-87.56991276,"(41.771147053, -87.569912758)",32.0,22538.0,39.0,134.0,33.0,24.0,18.0,262.0,48.333333333333336,25.0,38.333333333333336
13833085,JJ251452,5/12/2025 9:24,016XX W BRYN MAWR AVE,460,BATTERY,SIMPLE,SCHOOL - PUBLIC GROUNDS,False,False,2012,20,40,77,08B,1164340.0,1937258.0,2025,5/20/2025 16:02,41.983457,-87.67095474,"(41.983457002, -87.670954735)",46.0,4451.0,76.0,538.0,24.0,14.0,2.0,55.0,11.666666666666668,3.3333333333333335,11.666666666666668
13833337,JJ251489,5/12/2025 9:25,048XX S DREXEL BLVD,031A,ROBBERY,ARMED - HANDGUN,STREET,False,False,222,2,4,39,3,1183133.0,1873130.0,2025,5/20/2025 16:02,41.80706791,-87.60384375,"(41.807067906, -87.603843747)",1.0,21192.0,5.0,461.0,10.0,10.0,24.0,113.0,13.333333333333334,11.666666666666668,16.666666666666668
13833007,JJ251494,5/12/2025 9:30,092XX S UNIVERSITY AVE,810,THEFT,OVER $500,RESIDENCE,False,True,413,4,8,47,6,1185489.0,1844044.0,2025,5/20/2025 16:02,41.72719804,-87.59611713,"(41.727198044, -87.596117126)",9.0,21546.0,43.0,472.0,35.0,61.0,19.0,246.0,1.6666666666666667,1.6666666666666667,
13833189,JJ251524,5/12/2025 9:30,021XX S MICHIGAN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,132,1,3,33,08B,1177540.0,1890161.0,2025,5/20/2025 16:02,41.85393075,-87.62384107,"(41.853930752, -87.623841071)",48.0,21194.0,34.0,374.0,9.0,40.0,22.0,148.0,15.0,11.666666666666668,6.666666666666667
13834346,JJ253098,5/12/2025 9:30,060XX S COTTAGE GROVE AVE,430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,False,False,313,3,20,42,04B,1182605.0,1865068.0,2025,5/20/2025 16:02,41.78495738,-87.60603044,"(41.784957378, -87.606030435)",53.0,22260.0,9.0,471.0,4.0,60.0,24.0,132.0,30.0,6.666666666666667,20.0
13833219,JJ251453,5/12/2025 9:34,014XX S MICHIGAN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,131,1,3,33,08B,1177456.0,1893414.0,2025,5/20/2025 16:02,41.8628591,-87.62405075,"(41.862859101, -87.624050746)",48.0,14913.0,34.0,374.0,9.0,35.0,22.0,94.0,15.0,11.666666666666668,6.666666666666667
13833204,JJ251772,5/12/2025 9:45,035XX W FRANKLIN BLVD,810,THEFT,OVER $500,STREET,False,False,1123,11,27,23,6,1152730.0,1903106.0,2025,5/20/2025 16:02,41.88997968,-87.7145609,"(41.889979683, -87.714560903)",41.0,21572.0,24.0,584.0,46.0,30.0,16.0,86.0,43.333333333333336,40.0,28.333333333333336
13832996,JJ251493,5/12/2025 9:45,025XX E 95TH PL,560,ASSAULT,SIMPLE,RESIDENCE,False,True,431,4,7,51,08A,1194516.0,1842107.0,2025,5/20/2025 16:02,41.72166583,-87.56311404,"(41.72166583, -87.56311404)",43.0,21202.0,48.0,527.0,47.0,25.0,19.0,249.0,6.666666666666667,11.666666666666668,6.666666666666667
13833063,JJ251506,5/12/2025 9:48,044XX S MICHIGAN AVE,820,THEFT,$500 AND UNDER,APARTMENT,False,True,215,2,3,38,6,1177898.0,1875657.0,2025,5/20/2025 16:02,41.81412254,-87.62296733,"(41.814122543, -87.622967326)",12.0,4301.0,4.0,393.0,9.0,36.0,24.0,98.0,11.666666666666668,13.333333333333334,18.333333333333336
13833277,JJ251936,5/12/2025 10:00,052XX S TALMAN AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,923,9,14,63,7,1159594.0,1869783.0,2025,5/20/2025 16:02,41.79839913,-87.69026948,"(41.798399125, -87.690269477)",49.0,22248.0,61.0,778.0,8.0,56.0,23.0,120.0,10.0,6.666666666666667,10.0
13833520,JJ252224,5/12/2025 10:00,007XX N THROOP ST,710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,1215,12,27,24,6,1167463.0,1904901.0,2025,5/20/2025 16:02,41.894601,-87.66040313,"(41.894601004, -87.660403127)",41.0,22620.0,25.0,521.0,41.0,49.0,15.0,78.0,31.666666666666668,16.666666666666668,16.666666666666668
13833830,JJ251937,5/12/2025 10:00,013XX W CARROLL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1215,12,27,28,14,1167569.0,1902371.0,2025,5/20/2025 16:02,41.88765622,-87.66008673,"(41.887656223, -87.660086729)",41.0,14917.0,29.0,63.0,46.0,44.0,15.0,78.0,65.0,36.66666666666667,45.0
13837808,JJ257520,5/12/2025 10:00,004XX N ORLEANS ST,810,THEFT,OVER $500,STREET,False,False,1831,18,42,8,6,1173918.0,1903123.0,2025,5/20/2025 16:02,41.8895807,-87.63674898,"(41.889580699, -87.636748981)",22.0,4446.0,37.0,652.0,36.0,55.0,14.0,73.0,20.0,56.66666666666667,38.333333333333336
13833234,JJ251655,5/12/2025 10:00,011XX W 76TH ST,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,False,True,612,6,17,71,04A,1170087.0,1854406.0,2025,5/20/2025 16:02,41.75598093,-87.65223618,"(41.755980927, -87.652236184)",17.0,21554.0,70.0,572.0,31.0,59.0,20.0,230.0,33.333333333333336,18.333333333333336,28.333333333333336
13835627,JJ254852,5/12/2025 10:00,049XX N KENMORE AVE,820,THEFT,$500 AND UNDER,APARTMENT,False,False,2024,20,48,3,6,1168355.0,1933247.0,2025,5/20/2025 16:02,41.97236456,-87.65630497,"(41.972364558, -87.656304974)",37.0,22616.0,31.0,634.0,16.0,15.0,2.0,14.0,13.333333333333334,13.333333333333334,23.333333333333336
13840159,JJ260288,5/12/2025 10:00,033XX W CHICAGO AVE,420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,STREET,False,False,1121,11,27,23,04B,,,2025,5/20/2025 16:02,,,,,,,,,,,,43.333333333333336,40.0,28.333333333333336
13833755,JJ251620,5/12/2025 10:00,076XX S DREXEL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,624,6,8,69,14,1183557.0,1854474.0,2025,5/20/2025 16:02,41.75586429,-87.60286992,"(41.755864287, -87.602869924)",31.0,21546.0,67.0,497.0,35.0,61.0,20.0,227.0,26.666666666666668,26.666666666666668,23.333333333333336
13833094,JJ251485,5/12/2025 10:01,036XX W 65TH ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,RESIDENCE,False,True,833,8,23,65,26,1153122.0,1861261.0,2025,5/20/2025 16:02,41.77514389,-87.71422883,"(41.775143889, -87.71422883)",23.0,21867.0,63.0,238.0,6.0,58.0,13.0,209.0,6.666666666666667,3.3333333333333335,6.666666666666667
13833120,JJ251517,5/12/2025 10:07,039XX W OGDEN AVE,460,BATTERY,SIMPLE,SMALL RETAIL STORE,True,False,1013,10,22,29,08B,1150249.0,1889005.0,2025,5/20/2025 16:02,41.85133365,-87.72403989,"(41.851333654, -87.724039888)",14.0,21569.0,30.0,125.0,28.0,57.0,21.0,161.0,23.333333333333336,31.666666666666668,38.333333333333336
13833137,JJ251525,5/12/2025 10:08,031XX W CHICAGO AVE,320,ROBBERY,STRONG ARM - NO WEAPON,GAS STATION,False,False,1221,12,27,23,3,1155088.0,1905157.0,2025,5/20/2025 16:02,41.89556084,-87.70584615,"(41.895560835, -87.705846147)",41.0,21560.0,24.0,150.0,46.0,4.0,15.0,64.0,43.333333333333336,40.0,28.333333333333336
13833064,JJ251522,5/12/2025 10:10,070XX S MORGAN ST,498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,False,True,733,7,16,68,04B,1170859.0,1858203.0,2025,5/20/2025 16:02,41.76638357,-87.64929633,"(41.76638357, -87.649296327)",17.0,21559.0,66.0,410.0,32.0,11.0,17.0,215.0,20.0,6.666666666666667,23.333333333333336
13833164,JJ251533,5/12/2025 10:13,003XX E 29TH ST,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,GOVERNMENT BUILDING / PROPERTY,False,False,133,1,4,35,14,1178628.0,1885836.0,2025,5/20/2025 16:02,41.84203792,-87.61997961,"(41.842037919, -87.619979608)",1.0,21194.0,1.0,191.0,10.0,40.0,22.0,163.0,15.0,18.333333333333336,21.666666666666668
13833997,JJ252551,5/12/2025 10:17,014XX W AUGUSTA BLVD,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE - GARAGE,False,False,1213,12,1,24,11,1166561.0,1906777.0,2025,5/20/2025 16:02,41.89976824,-87.66366212,"(41.899768244, -87.66366212)",41.0,22620.0,25.0,484.0,11.0,49.0,15.0,60.0,31.666666666666668,16.666666666666668,16.666666666666668
13833948,JJ251612,5/12/2025 10:20,069XX N WAYNE AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE - PORCH / HALLWAY,False,False,2431,24,49,1,26,1165889.0,1945918.0,2025,5/20/2025 16:02,42.00718723,-87.66500924,"(42.007187234, -87.665009243)",3.0,21853.0,10.0,66.0,5.0,9.0,11.0,39.0,10.0,5.0,16.666666666666668
13833379,JJ252125,5/12/2025 10:20,110XX S HOMEWOOD AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,False,True,2212,22,19,75,26,1165648.0,1831346.0,2025,5/20/2025 16:02,41.69279599,-87.66915619,"(41.692795987, -87.669156192)",33.0,22212.0,74.0,378.0,42.0,13.0,9.0,257.0,8.333333333333334,11.666666666666668,8.333333333333334
13835511,JJ254718,5/12/2025 10:25,066XX N MOZART ST,820,THEFT,$500 AND UNDER,RESIDENCE,False,False,2412,24,50,2,6,1156128.0,1943917.0,2025,5/20/2025 16:02,42.00189989,-87.70097615,"(42.001899887, -87.700976151)",42.0,22528.0,20.0,40.0,27.0,12.0,11.0,46.0,10.0,15.0,15.0
13833144,JJ251588,5/12/2025 10:30,070XX S MORGAN ST,520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,False,True,733,7,16,68,04A,1170859.0,1858203.0,2025,5/20/2025 16:02,41.76638357,-87.64929633,"(41.76638357, -87.649296327)",17.0,21559.0,66.0,410.0,32.0,11.0,17.0,215.0,20.0,6.666666666666667,23.333333333333336
13833668,JJ251554,5/12/2025 10:30,060XX S FAIRFIELD AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER (SPECIFY),False,False,825,8,16,66,11,1159081.0,1864389.0,2025,5/20/2025 16:02,41.78360777,-87.69229825,"(41.783607769, -87.692298253)",44.0,21867.0,64.0,111.0,2.0,58.0,13.0,274.0,28.333333333333336,18.333333333333336,23.333333333333336
13833964,JJ252399,5/12/2025 10:30,005XX N AUSTIN BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1512,15,29,25,08B,1136285.0,1902862.0,2025,5/20/2025 16:02,41.88961966,-87.77496097,"(41.889619655, -87.774960971)",52.0,22216.0,26.0,672.0,7.0,32.0,25.0,85.0,33.333333333333336,58.333333333333336,46.66666666666667
13833236,JJ251763,5/12/2025 10:30,021XX W MONROE ST,560,ASSAULT,SIMPLE,SCHOOL - PUBLIC BUILDING,False,False,1223,12,27,28,08A,1162157.0,1899523.0,2025,5/20/2025 16:02,41.87995587,-87.68004088,"(41.879955866, -87.680040875)",48.0,21184.0,29.0,89.0,46.0,28.0,15.0,75.0,65.0,36.66666666666667,45.0
