ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards,Boundaries - ZIP Codes,Police Districts,Police Beats,crime_rate,lag_1,lag_7
13834028,JJ252585,5/12/2025 18:20,023XX S DR MARTIN LUTHER KING JR DR,560,ASSAULT,SIMPLE,SPORTS ARENA / STADIUM,False,False,132,1,4,33,08A,1178880.0,1889112.0,2025,5/20/2025 16:02,41.85102174,-87.61895485,"(41.85102174, -87.618954852)",48.0,21194.0,34.0,193.0,10.0,40.0,22.0,148.0,15.0,11.666666666666668,6.666666666666667
13833528,JJ252175,5/12/2025 18:20,007XX N LOCKWOOD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1524,15,37,25,14,1140892.0,1904372.0,2025,5/20/2025 16:02,41.89367977,-87.75800467,"(41.893679767, -87.75800467)",11.0,22216.0,26.0,673.0,45.0,32.0,25.0,67.0,33.333333333333336,58.333333333333336,46.66666666666667
13833778,JJ252230,5/12/2025 18:21,012XX S STATE ST,460,BATTERY,SIMPLE,CTA BUS,True,False,131,1,3,33,08B,1176526.0,1894914.0,2025,5/20/2025 16:02,41.86699623,-87.62741936,"(41.866996231, -87.62741936)",48.0,14913.0,34.0,330.0,9.0,35.0,22.0,94.0,15.0,11.666666666666668,6.666666666666667
13833839,JJ252203,5/12/2025 18:25,011XX N LAKE SHORE DR,460,BATTERY,SIMPLE,LAKEFRONT / WATERFRONT / RIVERBANK,True,False,1824,18,2,8,08B,1177166.0,1908031.0,2025,5/20/2025 16:02,41.90297551,-87.62467221,"(41.902975512, -87.624672208)",22.0,21182.0,37.0,105.0,11.0,6.0,14.0,197.0,20.0,56.66666666666667,38.333333333333336
13833537,JJ252214,5/12/2025 18:26,008XX E 63RD ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,False,False,313,3,20,42,15,1182896.0,1863418.0,2025,5/20/2025 16:02,41.78042287,-87.60501476,"(41.78042287, -87.605014757)",53.0,22260.0,9.0,347.0,4.0,60.0,18.0,277.0,30.0,6.666666666666667,20.0
13834461,JJ253087,5/12/2025 18:30,008XX W 91ST ST,810,THEFT,OVER $500,STREET,False,False,2223,22,21,73,6,1172490.0,1844509.0,2025,5/20/2025 16:02,41.7287697,-87.6437204,"(41.728769704, -87.643720401)",18.0,21554.0,70.0,533.0,13.0,59.0,9.0,243.0,11.666666666666668,10.0,15.0
13833819,JJ252426,5/12/2025 18:30,075XX S COLFAX AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,421,4,7,43,7,1194834.0,1855484.0,2025,5/20/2025 16:02,41.75836562,-87.56150984,"(41.758365623, -87.561509844)",43.0,22538.0,39.0,245.0,37.0,24.0,19.0,225.0,48.333333333333336,25.0,38.333333333333336
13834767,JJ253690,5/12/2025 18:30,081XX S GREEN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,613,6,17,71,14,1172052.0,1850948.0,2025,5/20/2025 16:02,41.74644881,-87.64513627,"(41.746448813, -87.645136274)",18.0,21554.0,70.0,487.0,13.0,59.0,20.0,233.0,33.333333333333336,18.333333333333336,28.333333333333336
13833579,JJ252297,5/12/2025 18:30,063XX S DREXEL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,312,3,20,42,14,1183480.0,1863266.0,2025,5/20/2025 16:02,41.77999218,-87.60287847,"(41.779992175, -87.602878472)",53.0,22260.0,9.0,347.0,4.0,60.0,18.0,277.0,30.0,6.666666666666667,20.0
13833576,JJ252300,5/12/2025 18:45,047XX N CENTRAL AVE,330,ROBBERY,AGGRAVATED,STREET,False,False,1622,16,45,15,3,1138153.0,1930735.0,2025,5/20/2025 16:02,41.96607264,-87.76742518,"(41.966072643, -87.767425178)",20.0,21869.0,15.0,94.0,50.0,48.0,12.0,43.0,16.666666666666668,13.333333333333334,6.666666666666667
13833518,JJ252289,5/12/2025 18:45,052XX W HARRISON ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,1522,15,29,25,11,1141445.0,1896815.0,2025,5/20/2025 16:02,41.87293222,-87.75616033,"(41.872932223, -87.756160326)",52.0,22216.0,26.0,68.0,7.0,32.0,25.0,97.0,33.333333333333336,58.333333333333336,46.66666666666667
13833785,JJ252227,5/12/2025 18:47,064XX S YALE AVE,460,BATTERY,SIMPLE,STREET,True,False,722,7,6,68,08B,1175609.0,1862380.0,2025,5/20/2025 16:02,41.77774075,-87.631761,"(41.777740745, -87.631760999)",53.0,21559.0,66.0,435.0,4.0,11.0,17.0,201.0,20.0,6.666666666666667,23.333333333333336
13833761,JJ252238,5/12/2025 18:49,064XX S YALE AVE,1330,CRIMINAL TRESPASS,TO LAND,APARTMENT,True,False,722,7,6,68,26,1175609.0,1862380.0,2025,5/20/2025 16:02,41.77774075,-87.631761,"(41.777740745, -87.631760999)",53.0,21559.0,66.0,435.0,4.0,11.0,17.0,201.0,20.0,6.666666666666667,23.333333333333336
13837978,JJ256858,5/12/2025 18:49,061XX N LINCOLN AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1711,17,50,13,6,1152804.0,1941021.0,2025,5/20/2025 16:02,41.99401984,-87.71328195,"(41.994019837, -87.713281946)",42.0,4450.0,13.0,747.0,27.0,50.0,1.0,53.0,5.0,5.0,1.6666666666666667
13833691,JJ252225,5/12/2025 18:50,049XX N HARDING AVE,460,BATTERY,SIMPLE,PARK PROPERTY,False,False,1712,17,39,14,08B,1149159.0,1932739.0,2025,5/20/2025 16:02,41.97136515,-87.72690559,"(41.971365151, -87.72690559)",28.0,21849.0,14.0,127.0,38.0,20.0,1.0,48.0,10.0,13.333333333333334,15.0
13835727,JJ253867,5/12/2025 18:55,049XX S KEDZIE AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,821,8,14,63,6,1155878.0,1871677.0,2025,5/20/2025 16:02,41.803672,-87.70384602,"(41.803671998, -87.703846021)",49.0,22248.0,61.0,776.0,8.0,56.0,13.0,103.0,10.0,6.666666666666667,10.0
13833832,JJ252260,5/12/2025 18:55,022XX N KNOX AVE,460,BATTERY,SIMPLE,RESIDENCE,False,False,2522,25,26,19,08B,1145022.0,1914504.0,2025,5/20/2025 16:02,41.92140606,-87.74258013,"(41.92140606, -87.742580129)",7.0,22615.0,19.0,289.0,44.0,2.0,6.0,188.0,21.666666666666668,30.0,16.666666666666668
13833588,JJ252261,5/12/2025 18:55,052XX S LATROBE AVE,460,BATTERY,SIMPLE,STREET,False,False,814,8,23,56,08B,1142248.0,1869461.0,2025,5/20/2025 16:02,41.79785399,-87.75388957,"(41.797853985, -87.753889567)",35.0,22268.0,53.0,607.0,8.0,7.0,13.0,112.0,6.666666666666667,8.333333333333334,8.333333333333334
13833488,JJ252228,5/12/2025 19:00,048XX S PULASKI RD,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE, MOTOR VEHICLE",COMMERCIAL / BUSINESS OFFICE,False,False,821,8,14,57,11,1150513.0,1872252.0,2025,5/20/2025 16:02,41.80535602,-87.72350741,"(41.80535602, -87.723507405)",49.0,22248.0,54.0,698.0,8.0,56.0,13.0,103.0,10.0,3.3333333333333335,6.666666666666667
13833513,JJ252280,5/12/2025 19:00,049XX S KEDZIE AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,923,9,14,63,6,1155883.0,1871498.0,2025,5/20/2025 16:02,41.8031807,-87.70383249,"(41.803180697, -87.703832492)",49.0,22248.0,61.0,776.0,8.0,56.0,23.0,120.0,10.0,6.666666666666667,10.0
13836206,JJ252809,5/12/2025 19:00,026XX W HIRSCH ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE,False,True,1423,14,26,24,14,1158618.0,1909211.0,2025,5/20/2025 16:02,41.90661378,-87.69277007,"(41.906613775, -87.692770071)",10.0,21560.0,25.0,288.0,49.0,4.0,7.0,62.0,31.666666666666668,16.666666666666668,16.666666666666668
13834254,JJ252774,5/12/2025 19:00,025XX W 105TH ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,PARK PROPERTY,False,False,2211,22,19,72,14,1161138.0,1834922.0,2025,5/20/2025 16:02,41.70270341,-87.68556977,"(41.702703408, -87.685569772)",33.0,4447.0,71.0,553.0,42.0,33.0,9.0,254.0,5.0,1.6666666666666667,1.6666666666666667
13834162,JJ252671,5/12/2025 19:00,040XX S FRANCISCO AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,False,False,921,9,12,58,7,1157697.0,1877440.0,2025,5/20/2025 16:02,41.81944966,-87.69701829,"(41.819449664, -87.697018294)",49.0,22248.0,55.0,196.0,1.0,56.0,23.0,110.0,3.3333333333333335,3.3333333333333335,11.666666666666668
13836300,JJ253020,5/12/2025 19:00,054XX W CORNELIA AVE,810,THEFT,OVER $500,RESIDENCE,False,False,1633,16,30,15,6,1139480.0,1922737.0,2025,5/20/2025 16:02,41.94410123,-87.76274177,"(41.944101229, -87.762741771)",25.0,22618.0,15.0,361.0,44.0,21.0,12.0,27.0,16.666666666666668,13.333333333333334,6.666666666666667
13834111,JJ252800,5/12/2025 19:00,070XX S EBERHART AVE,710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,322,3,6,69,6,1180792.0,1858544.0,2025,5/20/2025 16:02,41.76709677,-87.612878,"(41.767096772, -87.612877995)",31.0,22260.0,67.0,480.0,32.0,60.0,18.0,211.0,26.666666666666668,26.666666666666668,23.333333333333336
13834248,JJ252812,5/12/2025 19:00,025XX W 105TH ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,PARK PROPERTY,False,False,2211,22,19,72,14,1161124.0,1834922.0,2025,5/20/2025 16:02,41.7027037,-87.68562104,"(41.702703697, -87.685621037)",33.0,4447.0,71.0,553.0,42.0,33.0,9.0,254.0,5.0,1.6666666666666667,1.6666666666666667
13833718,JJ252290,5/12/2025 19:04,023XX N PULASKI RD,141C,WEAPONS VIOLATION,UNLAWFUL USE - OTHER DANGEROUS WEAPON,ALLEY,True,False,2525,25,35,22,15,1149339.0,1915181.0,2025,5/20/2025 16:02,41.92318111,-87.72670066,"(41.923181107, -87.726700657)",7.0,22535.0,21.0,463.0,12.0,2.0,6.0,187.0,23.333333333333336,16.666666666666668,13.333333333333334
13834663,JJ252652,5/12/2025 19:04,004XX W DICKENS AVE,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,False,False,1812,18,43,7,6,1172776.0,1914243.0,2025,5/20/2025 16:02,41.92011993,-87.64061308,"(41.920119932, -87.640613076)",51.0,21190.0,68.0,745.0,34.0,16.0,14.0,149.0,21.666666666666668,15.0,15.0
13834044,JJ252634,5/12/2025 19:15,008XX E 53RD ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,233,2,20,41,7,1182911.0,1870056.0,2025,5/20/2025 16:02,41.79863777,-87.60475353,"(41.79863777, -87.604753533)",32.0,21192.0,8.0,440.0,33.0,10.0,24.0,124.0,13.333333333333334,6.666666666666667,13.333333333333334
13833517,JJ252274,5/12/2025 19:15,013XX S SPRINGFIELD AVE,2026,NARCOTICS,POSSESS - PCP,STREET,True,False,1011,10,24,29,18,1150592.0,1893560.0,2025,5/20/2025 16:02,41.86382644,-87.72266208,"(41.863826438, -87.722662084)",36.0,21569.0,30.0,33.0,14.0,57.0,21.0,155.0,23.333333333333336,31.666666666666668,38.333333333333336
13833720,JJ252335,5/12/2025 19:20,116XX S AVENUE H,560,ASSAULT,SIMPLE,RESIDENCE,False,False,433,4,10,55,08A,1202909.0,1828335.0,2025,5/20/2025 16:02,41.68366416,-87.5328416,"(41.683664157, -87.532841597)",47.0,21202.0,52.0,787.0,47.0,25.0,19.0,259.0,5.0,1.6666666666666667,1.6666666666666667
13833762,JJ252283,5/12/2025 19:23,008XX E 75TH ST,560,ASSAULT,SIMPLE,SMALL RETAIL STORE,False,False,624,6,8,69,08A,1182946.0,1855461.0,2025,5/20/2025 16:02,41.75858693,-87.60507846,"(41.75858693, -87.605078455)",31.0,21546.0,67.0,121.0,35.0,61.0,20.0,227.0,26.666666666666668,26.666666666666668,23.333333333333336
13833753,JJ252258,5/12/2025 19:27,007XX N PINE AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1524,15,37,25,18,1139391.0,1904354.0,2025,5/20/2025 16:02,41.89365786,-87.76351785,"(41.893657859, -87.763517851)",4.0,22216.0,26.0,673.0,45.0,32.0,25.0,67.0,33.333333333333336,58.333333333333336,46.66666666666667
13834390,JJ253206,5/12/2025 19:30,075XX S KENWOOD AVE,560,ASSAULT,SIMPLE,APARTMENT,False,True,411,4,8,43,08A,1186515.0,1855372.0,2025,5/20/2025 16:02,41.75825905,-87.59200132,"(41.758259053, -87.592001315)",32.0,21546.0,39.0,188.0,33.0,61.0,19.0,224.0,48.333333333333336,25.0,38.333333333333336
13834912,JJ253163,5/12/2025 19:30,033XX N ORANGE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,1631,16,38,17,26,1122837.0,1921219.0,2025,5/20/2025 16:02,41.94022336,-87.82394848,"(41.940223359, -87.823948483)",39.0,22254.0,17.0,457.0,19.0,52.0,12.0,29.0,6.666666666666667,10.0,3.3333333333333335
13834441,JJ253273,5/12/2025 19:30,041XX N WHIPPLE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1724,17,33,16,14,1155313.0,1927290.0,2025,5/20/2025 16:02,41.956291,-87.70442355,"(41.956291003, -87.704423553)",2.0,21538.0,16.0,116.0,20.0,39.0,1.0,13.0,13.333333333333334,10.0,5.0
13835485,JJ254488,5/12/2025 19:30,002XX N ASHLAND AVE,710,THEFT,THEFT FROM MOTOR VEHICLE,OTHER (SPECIFY),False,False,1215,12,27,28,6,1165689.0,1901848.0,2025,5/20/2025 16:02,41.88626134,-87.66700557,"(41.886261339, -87.667005567)",41.0,14917.0,29.0,579.0,46.0,28.0,15.0,78.0,65.0,36.66666666666667,45.0
13833546,JJ252276,5/12/2025 19:30,028XX E 83RD ST,460,BATTERY,SIMPLE,GROCERY FOOD STORE,False,False,423,4,7,46,08B,1196754.0,1850490.0,2025,5/20/2025 16:02,41.74461423,-87.55463901,"(41.744614234, -87.554639013)",47.0,21202.0,42.0,244.0,37.0,25.0,19.0,238.0,16.666666666666668,16.666666666666668,11.666666666666668
13833737,JJ252291,5/12/2025 19:30,060XX S COTTAGE GROVE AVE,495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,GROCERY FOOD STORE,False,False,313,3,20,42,04B,1182603.0,1865189.0,2025,5/20/2025 16:02,41.78528946,-87.60603402,"(41.78528946, -87.606034015)",53.0,22260.0,9.0,470.0,4.0,60.0,24.0,132.0,30.0,6.666666666666667,20.0
13838916,JJ258917,5/12/2025 19:30,015XX E MARQUETTE RD,460,BATTERY,SIMPLE,NURSING / RETIREMENT HOME,False,False,321,3,5,42,08B,1187654.0,1861542.0,2025,5/20/2025 16:02,41.77516306,-87.58763101,"(41.775163062, -87.587631005)",32.0,22260.0,9.0,134.0,33.0,60.0,18.0,206.0,30.0,6.666666666666667,20.0
13833581,JJ252265,5/12/2025 19:31,006XX S KEDZIE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,ALLEY,False,False,1134,11,24,27,15,1155132.0,1897053.0,2025,5/20/2025 16:02,41.87332178,-87.70590216,"(41.873321775, -87.705902161)",36.0,21572.0,28.0,36.0,14.0,30.0,16.0,140.0,10.0,23.333333333333336,21.666666666666668
13833774,JJ252322,5/12/2025 19:32,068XX S JEFFERY BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,332,3,5,43,08B,1190722.0,1860046.0,2025,5/20/2025 16:02,41.77098437,-87.57643257,"(41.77098437, -87.57643257)",32.0,22538.0,39.0,381.0,33.0,24.0,18.0,212.0,48.333333333333336,25.0,38.333333333333336
13833751,JJ252315,5/12/2025 19:34,062XX S ARTESIAN AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,True,False,825,8,16,66,15,1161112.0,1863129.0,2025,5/20/2025 16:02,41.78010837,-87.68488669,"(41.780108365, -87.684886686)",44.0,21867.0,64.0,111.0,2.0,58.0,13.0,274.0,28.333333333333336,18.333333333333336,23.333333333333336
13833694,JJ252279,5/12/2025 19:36,050XX S KEELER AVE,1480,CONCEALED CARRY LICENSE VIOLATION,OTHER,STREET,True,False,815,8,14,57,15,1149214.0,1870936.0,2025,5/20/2025 16:02,41.80176991,-87.72830565,"(41.801769913, -87.728305646)",35.0,22248.0,54.0,697.0,8.0,56.0,13.0,105.0,10.0,3.3333333333333335,6.666666666666667
13833586,JJ252292,5/12/2025 19:40,093XX S STEWART AVE,1340,CRIMINAL DAMAGE,TO STATE SUPPORTED PROPERTY,CHA APARTMENT,False,True,634,6,9,49,14,1175461.0,1842926.0,2025,5/20/2025 16:02,41.72435991,-87.63288418,"(41.724359907, -87.632884175)",18.0,21554.0,45.0,187.0,13.0,59.0,20.0,242.0,18.333333333333336,31.666666666666668,26.666666666666668
13839785,JJ260007,5/12/2025 19:41,036XX W 61ST ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,823,8,23,65,11,1153169.0,1863919.0,2025,5/20/2025 16:02,41.78243692,-87.71398635,"(41.782436921, -87.713986353)",23.0,21867.0,63.0,339.0,6.0,58.0,13.0,276.0,6.666666666666667,3.3333333333333335,6.666666666666667
13833701,JJ252338,5/12/2025 19:45,108XX S WENTWORTH AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,True,513,5,9,49,7,1176874.0,1832900.0,2025,5/20/2025 16:02,41.69681551,-87.62800924,"(41.696815506, -87.628009235)",45.0,21861.0,45.0,524.0,22.0,19.0,10.0,260.0,18.333333333333336,31.666666666666668,26.666666666666668
13833788,JJ252308,5/12/2025 19:48,015XX E 87TH ST,031A,ROBBERY,ARMED - HANDGUN,RESTAURANT,False,False,412,4,8,48,3,1187779.0,1847594.0,2025,5/20/2025 16:02,41.73688549,-87.58761599,"(41.736885487, -87.587615985)",9.0,21546.0,41.0,133.0,35.0,61.0,19.0,240.0,5.0,1.6666666666666667,10.0
13833702,JJ252332,5/12/2025 19:49,025XX W DIVISION ST,051A,ASSAULT,AGGRAVATED - HANDGUN,ALLEY,False,False,1423,14,26,24,04A,1159033.0,1907888.0,2025,5/20/2025 16:02,41.90297484,-87.69128198,"(41.902974842, -87.691281983)",10.0,21560.0,25.0,542.0,49.0,4.0,15.0,64.0,31.666666666666668,16.666666666666668,16.666666666666668
13834033,JJ252597,5/12/2025 19:50,016XX E 56TH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,235,2,5,41,7,1188348.0,1868196.0,2025,5/20/2025 16:02,41.79340561,-87.5848746,"(41.79340561, -87.5848746)",32.0,22260.0,8.0,502.0,33.0,60.0,24.0,132.0,13.333333333333334,6.666666666666667,13.333333333333334
13833803,JJ252299,5/12/2025 19:51,002XX E 111TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,531,5,9,49,15,1179838.0,1831413.0,2025,5/20/2025 16:02,41.69266785,-87.61720214,"(41.692667851, -87.617202144)",30.0,21861.0,45.0,237.0,43.0,19.0,10.0,260.0,18.333333333333336,31.666666666666668,26.666666666666668
13833754,JJ252323,5/12/2025 19:53,078XX S WESTERN AVE,2027,NARCOTICS,POSSESS - CRACK,STREET,True,False,835,8,18,70,18,1161740.0,1852591.0,2025,5/20/2025 16:02,41.75117756,-87.68287649,"(41.751177563, -87.682876487)",6.0,21554.0,69.0,498.0,30.0,59.0,13.0,226.0,13.333333333333334,1.6666666666666667,10.0
13834358,JJ252316,5/12/2025 19:53,023XX W 47TH ST,460,BATTERY,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,924,9,12,61,08B,1161593.0,1873451.0,2025,5/20/2025 16:02,41.80842331,-87.68283691,"(41.808423306, -87.682836912)",29.0,14924.0,59.0,788.0,3.0,37.0,23.0,119.0,15.0,8.333333333333334,5.0
28693,JJ252207,5/12/2025 19:57,039XX W THOMAS ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,1112,11,37,23,01A,1149701.0,1907047.0,2025,5/20/2025 16:02,41.9008536,-87.72558231,"(41.900853597, -87.725582308)",41.0,4299.0,24.0,456.0,45.0,5.0,16.0,66.0,43.333333333333336,40.0,28.333333333333336
13833750,JJ252319,5/12/2025 19:58,011XX W WASHBURNE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1232,12,28,28,08B,1168961.0,1894550.0,2025,5/20/2025 16:02,41.86616473,-87.65520182,"(41.866164732, -87.655201821)",48.0,14920.0,29.0,760.0,26.0,43.0,15.0,95.0,65.0,36.66666666666667,45.0
13833769,JJ252321,5/12/2025 19:58,060XX S JUSTINE ST,820,THEFT,$500 AND UNDER,APARTMENT,True,False,713,7,16,67,6,1167035.0,1864738.0,2025,5/20/2025 16:02,41.78439904,-87.66312604,"(41.784399043, -87.663126037)",44.0,22257.0,65.0,277.0,2.0,23.0,17.0,266.0,25.0,21.666666666666668,15.0
13836295,JJ255623,5/12/2025 20:00,011XX W NEWPORT AVE,920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,1924,19,44,6,7,1168022.0,1923062.0,2025,5/20/2025 16:02,41.94442376,-87.6578247,"(41.944423755, -87.657824698)",38.0,4449.0,57.0,710.0,25.0,22.0,5.0,28.0,16.666666666666668,25.0,31.666666666666668
13833846,JJ252383,5/12/2025 20:00,013XX W HASTINGS ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,CHA APARTMENT,False,True,1233,12,28,28,08B,1167684.0,1893852.0,2025,5/20/2025 16:02,41.86427695,-87.65990987,"(41.864276948, -87.659909872)",48.0,14920.0,29.0,96.0,26.0,43.0,15.0,150.0,65.0,36.66666666666667,45.0
13834545,JJ253412,5/12/2025 20:00,024XX W 24TH ST,920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,1034,10,25,31,7,1160512.0,1888006.0,2025,5/20/2025 16:02,41.84838629,-87.68639978,"(41.84838629, -87.686399782)",8.0,14920.0,33.0,204.0,26.0,43.0,21.0,159.0,6.666666666666667,10.0,11.666666666666668
13835919,JJ253791,5/12/2025 20:00,093XX S MARQUETTE AVE,497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,RESIDENCE,False,True,423,4,7,48,04B,1195886.0,1843501.0,2025,5/20/2025 16:02,41.72545735,-87.55805009,"(41.725457345, -87.55805009)",43.0,21202.0,44.0,493.0,37.0,25.0,19.0,238.0,5.0,1.6666666666666667,10.0
13833699,JJ252330,5/12/2025 20:00,009XX W HARRISON ST,1726,OFFENSE INVOLVING CHILDREN,MINOR DISSEMINATE INDECENT DEPICT ANOTHER MINOR ELEC DEVICE,COLLEGE / UNIVERSITY - RESIDENCE HALL,False,False,1232,12,34,28,20,1170243.0,1897559.0,2025,5/20/2025 16:02,41.87439377,-87.65040764,"(41.874393769, -87.65040764)",48.0,14917.0,29.0,97.0,26.0,44.0,15.0,95.0,65.0,36.66666666666667,45.0
13834714,JJ252478,5/12/2025 20:00,108XX S HOXIE AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,434,4,10,51,5,1195236.0,1833749.0,2025,5/20/2025 16:02,41.69871296,-87.56075153,"(41.698712958, -87.560751533)",47.0,21202.0,48.0,174.0,47.0,25.0,19.0,255.0,6.666666666666667,11.666666666666668,6.666666666666667
13833732,JJ252333,5/12/2025 20:05,064XX S WESTERN AVE,560,ASSAULT,SIMPLE,SMALL RETAIL STORE,False,False,825,8,16,66,08A,1161478.0,1861938.0,2025,5/20/2025 16:02,41.77683252,-87.68357786,"(41.776832515, -87.683577859)",44.0,22257.0,64.0,370.0,2.0,23.0,13.0,274.0,28.333333333333336,18.333333333333336,23.333333333333336
13833743,JJ252342,5/12/2025 20:10,047XX N CENTRAL AVE,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,False,False,1623,16,45,15,6,1138146.0,1930974.0,2025,5/20/2025 16:02,41.96672861,-87.76744511,"(41.966728607, -87.767445112)",20.0,21869.0,15.0,94.0,50.0,48.0,12.0,43.0,16.666666666666668,13.333333333333334,6.666666666666667
28694,JJ247422,5/12/2025 20:19,031XX W MADISON ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,1222,12,28,27,01A,1155486.0,1899851.0,2025,5/20/2025 16:02,41.88099266,-87.70452718,"(41.880992663, -87.704527184)",11.0,21184.0,28.0,39.0,23.0,28.0,15.0,77.0,10.0,23.333333333333336,21.666666666666668
13833806,JJ252387,5/12/2025 20:20,061XX S WABASH AVE,820,THEFT,$500 AND UNDER,APARTMENT,False,False,311,3,20,40,6,1177772.0,1864271.0,2025,5/20/2025 16:02,41.78288115,-87.62377425,"(41.782881146, -87.623774252)",53.0,22260.0,7.0,404.0,4.0,60.0,18.0,251.0,8.333333333333334,13.333333333333334,10.0
13833763,JJ252378,5/12/2025 20:25,053XX N WAYNE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,True,2013,20,48,77,26,1166344.0,1935647.0,2025,5/20/2025 16:02,41.97899361,-87.66363075,"(41.978993607, -87.663630748)",40.0,22616.0,76.0,540.0,16.0,15.0,2.0,54.0,11.666666666666668,3.3333333333333335,11.666666666666668
13833933,JJ252504,5/12/2025 20:26,053XX N WAYNE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,2013,20,48,77,26,1166344.0,1935647.0,2025,5/20/2025 16:02,41.97899361,-87.66363075,"(41.978993607, -87.663630748)",40.0,22616.0,76.0,540.0,16.0,15.0,2.0,54.0,11.666666666666668,3.3333333333333335,11.666666666666668
13833790,JJ252336,5/12/2025 20:28,084XX S MUSKEGON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,423,4,7,46,14,1196621.0,1849597.0,2025,5/20/2025 16:02,41.74216708,-87.55515592,"(41.742167075, -87.555155921)",,21202.0,42.0,226.0,47.0,25.0,19.0,238.0,16.666666666666668,16.666666666666668,11.666666666666668
13835461,JJ254430,5/12/2025 20:30,012XX W HURON ST,820,THEFT,$500 AND UNDER,STREET,False,False,1215,12,27,24,6,1167898.0,1904826.0,2025,5/20/2025 16:02,41.89438583,-87.65880767,"(41.894385826, -87.658807671)",41.0,22620.0,25.0,521.0,41.0,49.0,15.0,78.0,31.666666666666668,16.666666666666668,16.666666666666668
13833767,JJ252362,5/12/2025 20:30,065XX S NORMAL BLVD,460,BATTERY,SIMPLE,APARTMENT,False,False,722,7,6,68,08B,1174225.0,1861334.0,2025,5/20/2025 16:02,41.77490128,-87.6368658,"(41.774901276, -87.6368658)",53.0,21559.0,66.0,435.0,4.0,11.0,17.0,201.0,20.0,6.666666666666667,23.333333333333336
13834072,JJ252667,5/12/2025 20:30,034XX N LAKE SHORE DR,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1925,19,44,6,7,1172449.0,1923411.0,2025,5/20/2025 16:02,41.94528454,-87.64154272,"(41.945284535, -87.641542722)",38.0,4449.0,57.0,535.0,25.0,22.0,5.0,18.0,16.666666666666668,25.0,31.666666666666668
